Year;City;Sport;Discipline;Event;Event gender;Medal;NOC
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Gold;GER
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Gold;GER
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Gold;GER
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Gold;GER
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Gold;GER
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Gold;GER
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Gold;GER
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Gold;GER
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Silver;GRE
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Silver;GRE
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Silver;GRE
1896;Athens;Gymnastics;Artistic G.;team, parallel bars;M;Silver;GRE
1896;Athens;Gymnastics;Artistic G.;vault;M;Bronze;GER
1896;Athens;Gymnastics;Artistic G.;vault;M;Gold;GER
1896;Athens;Gymnastics;Artistic G.;vault;M;Silver;SUI
1896;Athens;Shooting;Shooting;25m army pistol;M;Bronze;GRE
1896;Athens;Shooting;Shooting;25m army pistol;M;Gold;USA
1896;Athens;Shooting;Shooting;25m army pistol;M;Silver;USA
1896;Athens;Shooting;Shooting;25m rapid fire pistol (60 shots);M;Bronze;DEN
1896;Athens;Shooting;Shooting;25m rapid fire pistol (60 shots);M;Gold;GRE
1896;Athens;Shooting;Shooting;25m rapid fire pistol (60 shots);M;Silver;GRE
1896;Athens;Shooting;Shooting;50m pistol (60 shots);M;Bronze;GRE
1896;Athens;Shooting;Shooting;50m pistol (60 shots);M;Gold;USA
1896;Athens;Shooting;Shooting;50m pistol (60 shots);M;Silver;DEN
1896;Athens;Shooting;Shooting;army rifle, 200m;M;Bronze;GRE
1896;Athens;Shooting;Shooting;army rifle, 200m;M;Gold;GRE
1896;Athens;Shooting;Shooting;army rifle, 200m;M;Silver;GRE
1896;Athens;Shooting;Shooting;army rifle, 300m;M;Bronze;DEN
1896;Athens;Shooting;Shooting;army rifle, 300m;M;Gold;GRE
1896;Athens;Shooting;Shooting;army rifle, 300m;M;Silver;GRE
1896;Athens;Tennis;Tennis;doubles;M;Bronze;ZZX
1896;Athens;Tennis;Tennis;doubles;M;Bronze;ZZX
1896;Athens;Tennis;Tennis;doubles;M;Gold;ZZX
1896;Athens;Tennis;Tennis;doubles;M;Gold;ZZX
1896;Athens;Tennis;Tennis;doubles;M;Silver;ZZX
1896;Athens;Tennis;Tennis;doubles;M;Silver;ZZX
1896;Athens;Tennis;Tennis;singles;M;Bronze;GRE
1896;Athens;Tennis;Tennis;singles;M;Bronze;HUN
1896;Athens;Tennis;Tennis;singles;M;Gold;GBR
1896;Athens;Tennis;Tennis;singles;M;Silver;GRE
1896;Athens;Weightlifting;Weightlifting;heavyweight - one hand lift;M;Bronze;GRE
1896;Athens;Weightlifting;Weightlifting;heavyweight - one hand lift;M;Gold;GBR
1896;Athens;Weightlifting;Weightlifting;heavyweight - one hand lift;M;Silver;DEN
1896;Athens;Weightlifting;Weightlifting;heavyweight - two hand lift;M;Bronze;GRE
1896;Athens;Weightlifting;Weightlifting;heavyweight - two hand lift;M;Gold;DEN
1896;Athens;Weightlifting;Weightlifting;heavyweight - two hand lift;M;Silver;GBR
1896;Athens;Wrestling;Wrestling Gre-R;open event;M;Bronze;GRE
1896;Athens;Wrestling;Wrestling Gre-R;open event;M;Gold;GER
1896;Athens;Wrestling;Wrestling Gre-R;open event;M;Silver;GRE
1900;Paris;Aquatics;Swimming;1500m freestyle;M;Bronze;HUN
1900;Paris;Aquatics;Swimming;1500m freestyle;M;Gold;GBR
1900;Paris;Aquatics;Swimming;1500m freestyle;M;Silver;AUT
1900;Paris;Aquatics;Swimming;200m backstroke;M;Bronze;NED
1900;Paris;Aquatics;Swimming;200m backstroke;M;Gold;GER
1900;Paris;Aquatics;Swimming;200m backstroke;M;Silver;AUT
1900;Paris;Aquatics;Swimming;200m freestyle;M;Bronze;AUT
1900;Paris;Aquatics;Swimming;200m freestyle;M;Gold;AUS
1900;Paris;Aquatics;Swimming;200m freestyle;M;Silver;HUN
1900;Paris;Aquatics;Swimming;200m obstacle event;M;Bronze;GBR
1900;Paris;Aquatics;Swimming;200m obstacle event;M;Gold;AUS
1900;Paris;Aquatics;Swimming;200m obstacle event;M;Silver;AUT
1900;Paris;Aquatics;Swimming;200m team swimming;M;Bronze;FRA
1900;Paris;Aquatics;Swimming;200m team swimming;M;Bronze;FRA
1900;Paris;Aquatics;Swimming;200m team swimming;M;Bronze;FRA
1900;Paris;Aquatics;Swimming;200m team swimming;M;Bronze;FRA
1900;Paris;Aquatics;Swimming;200m team swimming;M;Bronze;FRA
1900;Paris;Aquatics;Swimming;200m team swimming;M;Gold;GER
1900;Paris;Aquatics;Swimming;200m team swimming;M;Gold;GER
1900;Paris;Aquatics;Swimming;200m team swimming;M;Gold;GER
1900;Paris;Aquatics;Swimming;200m team swimming;M;Gold;GER
1900;Paris;Aquatics;Swimming;200m team swimming;M;Gold;GER
1900;Paris;Aquatics;Swimming;200m team swimming;M;Silver;FRA
1900;Paris;Aquatics;Swimming;200m team swimming;M;Silver;FRA
1900;Paris;Aquatics;Swimming;200m team swimming;M;Silver;FRA
1900;Paris;Aquatics;Swimming;200m team swimming;M;Silver;FRA
1900;Paris;Aquatics;Swimming;200m team swimming;M;Silver;FRA
1900;Paris;Aquatics;Swimming;4000m freestyle;M;Bronze;FRA
1900;Paris;Aquatics;Swimming;4000m freestyle;M;Gold;GBR
1900;Paris;Aquatics;Swimming;4000m freestyle;M;Silver;HUN
1900;Paris;Aquatics;Swimming;underwater swimming;M;Bronze;DEN
1900;Paris;Aquatics;Swimming;underwater swimming;M;Gold;FRA
1900;Paris;Aquatics;Swimming;underwater swimming;M;Silver;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Bronze;FRA
1900;Paris;Aquatics;Water polo;water polo;M;Gold;GBR
1900;Paris;Aquatics;Water polo;water polo;M;Gold;GBR
1900;Paris;Aquatics;Water polo;water polo;M;Gold;GBR
1900;Paris;Aquatics;Water polo;water polo;M;Gold;GBR
1900;Paris;Aquatics;Water polo;water polo;M;Gold;GBR
1900;Paris;Aquatics;Water polo;water polo;M;Gold;GBR
1900;Paris;Aquatics;Water polo;water polo;M;Gold;GBR
1900;Paris;Aquatics;Water polo;water polo;M;Silver;BEL
1900;Paris;Aquatics;Water polo;water polo;M;Silver;BEL
1900;Paris;Aquatics;Water polo;water polo;M;Silver;BEL
1900;Paris;Aquatics;Water polo;water polo;M;Silver;BEL
1900;Paris;Aquatics;Water polo;water polo;M;Silver;BEL
1900;Paris;Aquatics;Water polo;water polo;M;Silver;BEL
1900;Paris;Aquatics;Water polo;water polo;M;Silver;BEL
1900;Paris;Archery;Archery;au chapelet, 33m;M;Bronze;FRA
1900;Paris;Archery;Archery;au chapelet, 33m;M;Gold;BEL
1900;Paris;Archery;Archery;au chapelet, 33m;M;Silver;FRA
1900;Paris;Archery;Archery;au chapelet, 50m;M;Bronze;FRA
1900;Paris;Archery;Archery;au chapelet, 50m;M;Gold;FRA
1900;Paris;Archery;Archery;au chapelet, 50m;M;Silver;FRA
1900;Paris;Archery;Archery;au cordon dor, 33m;M;Bronze;FRA
1900;Paris;Archery;Archery;au cordon dor, 33m;M;Gold;BEL
1900;Paris;Archery;Archery;au cordon dor, 33m;M;Silver;FRA
1900;Paris;Archery;Archery;au cordon dor, 50m;M;Bronze;FRA
1900;Paris;Archery;Archery;au cordon dor, 50m;M;Gold;FRA
1900;Paris;Archery;Archery;au cordon dor, 50m;M;Silver;BEL
1900;Paris;Archery;Archery;sur la perche  la herse;M;Gold;BEL
1900;Paris;Archery;Archery;sur la perche  la herse;M;Silver;BEL
1900;Paris;Archery;Archery;sur la perche  la herse;M;Silver;FRA
1900;Paris;Archery;Archery;sur la perche  la pyramide;M;Bronze;BEL
1900;Paris;Archery;Archery;sur la perche  la pyramide;M;Gold;FRA
1900;Paris;Archery;Archery;sur la perche  la pyramide;M;Silver;FRA
1900;Paris;Athletics;Athletics;100m;M;Bronze;AUS
1900;Paris;Athletics;Athletics;100m;M;Gold;USA
1900;Paris;Athletics;Athletics;100m;M;Silver;USA
1900;Paris;Athletics;Athletics;110m hurdles;M;Bronze;USA
1900;Paris;Athletics;Athletics;110m hurdles;M;Gold;USA
1900;Paris;Athletics;Athletics;110m hurdles;M;Silver;USA
1900;Paris;Athletics;Athletics;1500m;M;Bronze;USA
1900;Paris;Athletics;Athletics;1500m;M;Gold;GBR
1900;Paris;Athletics;Athletics;1500m;M;Silver;FRA
1900;Paris;Athletics;Athletics;200m;M;Bronze;AUS
1900;Paris;Athletics;Athletics;200m;M;Gold;USA
1900;Paris;Athletics;Athletics;200m;M;Silver;IND
1900;Paris;Athletics;Athletics;200m hurdles;M;Bronze;USA
1900;Paris;Athletics;Athletics;200m hurdles;M;Gold;USA
1900;Paris;Athletics;Athletics;200m hurdles;M;Silver;IND
1900;Paris;Athletics;Athletics;3000m steeplechase;M;Bronze;FRA
1900;Paris;Athletics;Athletics;3000m steeplechase;M;Gold;CAN
1900;Paris;Athletics;Athletics;3000m steeplechase;M;Silver;GBR
1900;Paris;Athletics;Athletics;4000m steeplechase;M;Bronze;GBR
1900;Paris;Athletics;Athletics;4000m steeplechase;M;Gold;GBR
1900;Paris;Athletics;Athletics;4000m steeplechase;M;Silver;GBR
1900;Paris;Athletics;Athletics;400m;M;Bronze;DEN
1900;Paris;Athletics;Athletics;400m;M;Gold;USA
1900;Paris;Athletics;Athletics;400m;M;Silver;USA
1900;Paris;Athletics;Athletics;400m hurdles;M;Bronze;CAN
1900;Paris;Athletics;Athletics;400m hurdles;M;Gold;USA
1900;Paris;Athletics;Athletics;400m hurdles;M;Silver;FRA
1900;Paris;Athletics;Athletics;5000m team;M;Gold;ZZX
1900;Paris;Athletics;Athletics;5000m team;M;Gold;ZZX
1900;Paris;Athletics;Athletics;5000m team;M;Gold;ZZX
1900;Paris;Athletics;Athletics;5000m team;M;Gold;ZZX
1900;Paris;Athletics;Athletics;5000m team;M;Gold;ZZX
1900;Paris;Athletics;Athletics;5000m team;M;Silver;FRA
1900;Paris;Athletics;Athletics;5000m team;M;Silver;FRA
1900;Paris;Athletics;Athletics;5000m team;M;Silver;FRA
1900;Paris;Athletics;Athletics;5000m team;M;Silver;FRA
1900;Paris;Athletics;Athletics;5000m team;M;Silver;FRA
1900;Paris;Athletics;Athletics;60m;M;Bronze;AUS
1900;Paris;Athletics;Athletics;60m;M;Gold;USA
1900;Paris;Athletics;Athletics;60m;M;Silver;USA
1900;Paris;Athletics;Athletics;800m;M;Bronze;USA
1900;Paris;Athletics;Athletics;800m;M;Gold;GBR
1900;Paris;Athletics;Athletics;800m;M;Silver;USA
1900;Paris;Athletics;Athletics;discus throw;M;Bronze;USA
1900;Paris;Athletics;Athletics;discus throw;M;Gold;HUN
1900;Paris;Athletics;Athletics;discus throw;M;Silver;BOH
1900;Paris;Athletics;Athletics;hammer throw;M;Bronze;USA
1900;Paris;Athletics;Athletics;hammer throw;M;Gold;USA
1900;Paris;Athletics;Athletics;hammer throw;M;Silver;USA
1900;Paris;Athletics;Athletics;high jump;M;Bronze;HUN
1900;Paris;Athletics;Athletics;high jump;M;Gold;USA
1900;Paris;Athletics;Athletics;high jump;M;Silver;GBR
1900;Paris;Athletics;Athletics;high jump, standing;M;Bronze;USA
1900;Paris;Athletics;Athletics;high jump, standing;M;Gold;USA
1900;Paris;Athletics;Athletics;high jump, standing;M;Silver;USA
1900;Paris;Athletics;Athletics;long jump;M;Bronze;GBR
1900;Paris;Athletics;Athletics;long jump;M;Gold;USA
1900;Paris;Athletics;Athletics;long jump;M;Silver;USA
1900;Paris;Athletics;Athletics;long jump, standing;M;Bronze;FRA
1900;Paris;Athletics;Athletics;long jump, standing;M;Gold;USA
1900;Paris;Athletics;Athletics;long jump, standing;M;Silver;USA
1900;Paris;Athletics;Athletics;marathon;M;Bronze;SWE
1900;Paris;Athletics;Athletics;marathon;M;Gold;FRA
1900;Paris;Athletics;Athletics;marathon;M;Silver;FRA
1900;Paris;Athletics;Athletics;pole vault;M;Bronze;NOR
1900;Paris;Athletics;Athletics;pole vault;M;Gold;USA
1900;Paris;Athletics;Athletics;pole vault;M;Silver;USA
1900;Paris;Athletics;Athletics;shot put;M;Bronze;USA
1900;Paris;Athletics;Athletics;shot put;M;Gold;USA
1900;Paris;Athletics;Athletics;shot put;M;Silver;USA
1900;Paris;Athletics;Athletics;triple jump;M;Bronze;USA
1900;Paris;Athletics;Athletics;triple jump;M;Gold;USA
1900;Paris;Athletics;Athletics;triple jump;M;Silver;USA
1900;Paris;Athletics;Athletics;triple jump, standing;M;Bronze;USA
1900;Paris;Athletics;Athletics;triple jump, standing;M;Gold;USA
1900;Paris;Athletics;Athletics;triple jump, standing;M;Silver;USA
1900;Paris;Basque Pelota;Basque Pelota;cesta punta;M;Gold;ESP
1900;Paris;Basque Pelota;Basque Pelota;cesta punta;M;Gold;ESP
1900;Paris;Basque Pelota;Basque Pelota;cesta punta;M;Silver;FRA
1900;Paris;Basque Pelota;Basque Pelota;cesta punta;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Gold;GBR
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Cricket;Cricket;cricket;M;Silver;FRA
1900;Paris;Croquet;Croquet;double;M;Gold;FRA
1900;Paris;Croquet;Croquet;double;M;Gold;FRA
1900;Paris;Croquet;Croquet;individual 1 ball;M;Bronze;FRA
1900;Paris;Croquet;Croquet;individual 1 ball;M;Gold;FRA
1900;Paris;Croquet;Croquet;individual 1 ball;M;Silver;FRA
1900;Paris;Croquet;Croquet;individual 2 balls;M;Bronze;FRA
1900;Paris;Croquet;Croquet;individual 2 balls;M;Gold;FRA
1900;Paris;Croquet;Croquet;individual 2 balls;M;Silver;FRA
1900;Paris;Cycling;Cycling Track;25 kilometres;M;Bronze;FRA
1900;Paris;Cycling;Cycling Track;25 kilometres;M;Gold;FRA
1900;Paris;Cycling;Cycling Track;25 kilometres;M;Silver;FRA
1900;Paris;Cycling;Cycling Track;Sprint indivual;M;Bronze;USA
1900;Paris;Cycling;Cycling Track;Sprint indivual;M;Gold;FRA
1900;Paris;Cycling;Cycling Track;Sprint indivual;M;Silver;FRA
1900;Paris;Equestrian;Jumping;high jump;X;Bronze;BEL
1900;Paris;Equestrian;Jumping;high jump;X;Gold;FRA
1900;Paris;Equestrian;Jumping;high jump;X;Gold;ITA
1900;Paris;Equestrian;Jumping;individual;X;Bronze;FRA
1900;Paris;Equestrian;Jumping;individual;X;Gold;BEL
1900;Paris;Equestrian;Jumping;individual;X;Silver;BEL
1900;Paris;Equestrian;Jumping;long jump individual;X;Bronze;FRA
1900;Paris;Equestrian;Jumping;long jump individual;X;Gold;BEL
1900;Paris;Equestrian;Jumping;long jump individual;X;Silver;ITA
1900;Paris;Fencing;Fencing;pe individual;M;Bronze;FRA
1900;Paris;Fencing;Fencing;pe individual;M;Gold;CUB
1900;Paris;Fencing;Fencing;pe individual;M;Silver;FRA
1900;Paris;Fencing;Fencing;pe, amateurs and masters;M;Bronze;FRA
1900;Paris;Fencing;Fencing;pe, amateurs and masters;M;Gold;FRA
1900;Paris;Fencing;Fencing;pe, amateurs and masters;M;Silver;CUB
1900;Paris;Fencing;Fencing;pe, masters;M;Bronze;FRA
1900;Paris;Fencing;Fencing;pe, masters;M;Gold;FRA
1900;Paris;Fencing;Fencing;pe, masters;M;Silver;FRA
1900;Paris;Fencing;Fencing;foil individual;M;Bronze;FRA
1900;Paris;Fencing;Fencing;foil individual;M;Gold;FRA
1900;Paris;Fencing;Fencing;foil individual;M;Silver;FRA
1900;Paris;Fencing;Fencing;foil, masters;M;Bronze;FRA
1900;Paris;Fencing;Fencing;foil, masters;M;Gold;FRA
1900;Paris;Fencing;Fencing;foil, masters;M;Silver;FRA
1900;Paris;Fencing;Fencing;sabre individual;M;Bronze;AUT
1900;Paris;Fencing;Fencing;sabre individual;M;Gold;FRA
1900;Paris;Fencing;Fencing;sabre individual;M;Silver;FRA
1900;Paris;Fencing;Fencing;sabre, masters;M;Bronze;AUT
1900;Paris;Fencing;Fencing;sabre, masters;M;Gold;ITA
1900;Paris;Fencing;Fencing;sabre, masters;M;Silver;ITA
1900;Paris;Football;Football;football;M;Bronze;BEL
1900;Paris;Football;Football;football;M;Bronze;BEL
1900;Paris;Football;Football;football;M;Bronze;BEL
1900;Paris;Football;Football;football;M;Bronze;BEL
1900;Paris;Football;Football;football;M;Bronze;BEL
1900;Paris;Football;Football;football;M;Bronze;BEL
1900;Paris;Football;Football;football;M;Bronze;BEL
1900;Paris;Football;Football;football;M;Bronze;BEL
1900;Paris;Football;Football;football;M;Bronze;BEL
1900;Paris;Football;Football;football;M;Bronze;BEL
1900;Paris;Football;Football;football;M;Bronze;BEL
1900;Paris;Football;Football;football;M;Gold;GBR
1900;Paris;Football;Football;football;M;Gold;GBR
1900;Paris;Football;Football;football;M;Gold;GBR
1900;Paris;Football;Football;football;M;Gold;GBR
1900;Paris;Football;Football;football;M;Gold;GBR
1900;Paris;Football;Football;football;M;Gold;GBR
1900;Paris;Football;Football;football;M;Gold;GBR
1900;Paris;Football;Football;football;M;Gold;GBR
1900;Paris;Football;Football;football;M;Gold;GBR
1900;Paris;Football;Football;football;M;Gold;GBR
1900;Paris;Football;Football;football;M;Gold;GBR
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Football;Football;football;M;Silver;FRA
1900;Paris;Golf;Golf;individual;M;Bronze;GBR
1900;Paris;Golf;Golf;individual;M;Gold;USA
1900;Paris;Golf;Golf;individual;M;Silver;GBR
1900;Paris;Golf;Golf;individual;W;Bronze;USA
1900;Paris;Golf;Golf;individual;W;Gold;USA
1900;Paris;Golf;Golf;individual;W;Silver;USA
1900;Paris;Gymnastics;Artistic G.;individual all-round;M;Bronze;FRA
1900;Paris;Gymnastics;Artistic G.;individual all-round;M;Gold;FRA
1900;Paris;Gymnastics;Artistic G.;individual all-round;M;Silver;FRA
