Year;City;Sport;Discipline;Event;Event gender;Medal;NOC
1956;Cortina d'Ampezzo;Skiing;Nordic Combined;individual;M;Silver;SWE
1956;Cortina d'Ampezzo;Ice Hockey;Ice Hockey;ice hockey;M;Gold;URS
1956;Cortina d'Ampezzo;Skating;Speed skating;10000m;M;Bronze;URS
1956;Cortina d'Ampezzo;Skating;Speed skating;1500m;M;Gold;URS
1956;Cortina d'Ampezzo;Skating;Speed skating;1500m;M;Gold;URS
1956;Cortina d'Ampezzo;Skating;Speed skating;5000m;M;Bronze;URS
1956;Cortina d'Ampezzo;Skating;Speed skating;5000m;M;Gold;URS
1956;Cortina d'Ampezzo;Skating;Speed skating;500m;M;Gold;URS
1956;Cortina d'Ampezzo;Skating;Speed skating;500m;M;Silver;URS
1956;Cortina d'Ampezzo;Skiing;Alpine Skiing;slalom;W;Bronze;URS
1956;Cortina d'Ampezzo;Skiing;Cross Country S;10km;W;Gold;URS
1956;Cortina d'Ampezzo;Skiing;Cross Country S;10km;W;Silver;URS
1956;Cortina d'Ampezzo;Skiing;Cross Country S;15km;M;Bronze;URS
1956;Cortina d'Ampezzo;Skiing;Cross Country S;30km mass start;M;Bronze;URS
1956;Cortina d'Ampezzo;Skiing;Cross Country S;3x5km relay;W;Silver;URS
1956;Cortina d'Ampezzo;Skiing;Cross Country S;4x10km relay;M;Gold;URS
1956;Cortina d'Ampezzo;Skiing;Cross Country S;50km;M;Bronze;URS
1956;Cortina d'Ampezzo;Bobsleigh;Bobsleigh;four-man;M;Bronze;USA
1956;Cortina d'Ampezzo;Ice Hockey;Ice Hockey;ice hockey;M;Silver;USA
1956;Cortina d'Ampezzo;Skating;Figure skating;individual;M;Bronze;USA
1956;Cortina d'Ampezzo;Skating;Figure skating;individual;M;Gold;USA
1956;Cortina d'Ampezzo;Skating;Figure skating;individual;M;Silver;USA
1956;Cortina d'Ampezzo;Skating;Figure skating;individual;W;Gold;USA
1956;Cortina d'Ampezzo;Skating;Figure skating;individual;W;Silver;USA
1960;Squaw Valley;Skiing;Alpine Skiing;downhill;W;Bronze;AUT
1960;Squaw Valley;Skiing;Alpine Skiing;giant slalom;M;Bronze;AUT
1960;Squaw Valley;Skiing;Alpine Skiing;giant slalom;M;Silver;AUT
1960;Squaw Valley;Skiing;Alpine Skiing;slalom;M;Gold;AUT
1960;Squaw Valley;Skiing;Alpine Skiing;slalom;M;Silver;AUT
1960;Squaw Valley;Skiing;Ski Jumping;K90 individual (70m);M;Bronze;AUT
1960;Squaw Valley;Ice Hockey;Ice Hockey;ice hockey;M;Silver;CAN
1960;Squaw Valley;Skating;Figure skating;individual;M;Bronze;CAN
1960;Squaw Valley;Skating;Figure skating;pairs;X;Gold;CAN
1960;Squaw Valley;Skiing;Alpine Skiing;slalom;W;Gold;CAN
1960;Squaw Valley;Skating;Figure skating;pairs;X;Silver;EUA
1960;Squaw Valley;Skating;Speed skating;1000m;W;Silver;EUA
1960;Squaw Valley;Skating;Speed skating;500m;W;Gold;EUA
1960;Squaw Valley;Skiing;Alpine Skiing;downhill;M;Silver;EUA
1960;Squaw Valley;Skiing;Alpine Skiing;downhill;W;Gold;EUA
1960;Squaw Valley;Skiing;Alpine Skiing;slalom;W;Bronze;EUA
1960;Squaw Valley;Skiing;Nordic Combined;individual;M;Gold;EUA
1960;Squaw Valley;Skiing;Ski Jumping;K90 individual (70m);M;Gold;EUA
1960;Squaw Valley;Biathlon;Biathlon;20km;M;Silver;FIN
1960;Squaw Valley;Skating;Speed skating;3000m;W;Bronze;FIN
1960;Squaw Valley;Skiing;Cross Country S;15km;M;Bronze;FIN
1960;Squaw Valley;Skiing;Cross Country S;3x5km relay;W;Bronze;FIN
1960;Squaw Valley;Skiing;Cross Country S;4x10km relay;M;Gold;FIN
1960;Squaw Valley;Skiing;Cross Country S;50km;M;Gold;FIN
1960;Squaw Valley;Skiing;Cross Country S;50km;M;Silver;FIN
1960;Squaw Valley;Skiing;Ski Jumping;K90 individual (70m);M;Silver;FIN
1960;Squaw Valley;Skiing;Alpine Skiing;downhill;M;Bronze;FRA
1960;Squaw Valley;Skiing;Alpine Skiing;downhill;M;Gold;FRA
1960;Squaw Valley;Skiing;Alpine Skiing;slalom;M;Bronze;FRA
1960;Squaw Valley;Skiing;Alpine Skiing;giant slalom;W;Bronze;ITA
1960;Squaw Valley;Skating;Figure skating;individual;W;Silver;NED
1960;Squaw Valley;Skating;Speed skating;5000m;M;Bronze;NED
1960;Squaw Valley;Skating;Speed skating;10000m;M;Gold;NOR
1960;Squaw Valley;Skating;Speed skating;1500m;M;Gold;NOR
1960;Squaw Valley;Skating;Speed skating;5000m;M;Silver;NOR
1960;Squaw Valley;Skiing;Cross Country S;15km;M;Gold;NOR
1960;Squaw Valley;Skiing;Cross Country S;4x10km relay;M;Silver;NOR
1960;Squaw Valley;Skiing;Nordic Combined;individual;M;Silver;NOR
1960;Squaw Valley;Skating;Speed skating;1500m;W;Bronze;POL
1960;Squaw Valley;Skating;Speed skating;1500m;W;Silver;POL
1960;Squaw Valley;Skiing;Alpine Skiing;giant slalom;M;Gold;SUI
1960;Squaw Valley;Skiing;Alpine Skiing;giant slalom;W;Gold;SUI
1960;Squaw Valley;Biathlon;Biathlon;20km;M;Gold;SWE
1960;Squaw Valley;Skating;Speed skating;10000m;M;Bronze;SWE
1960;Squaw Valley;Skiing;Cross Country S;15km;M;Silver;SWE
1960;Squaw Valley;Skiing;Cross Country S;30km mass start;M;Gold;SWE
1960;Squaw Valley;Skiing;Cross Country S;30km mass start;M;Silver;SWE
1960;Squaw Valley;Skiing;Cross Country S;3x5km relay;W;Gold;SWE
1960;Squaw Valley;Skiing;Cross Country S;50km;M;Bronze;SWE
1960;Squaw Valley;Skating;Figure skating;individual;M;Silver;TCH
1960;Squaw Valley;Biathlon;Biathlon;20km;M;Bronze;URS
1960;Squaw Valley;Ice Hockey;Ice Hockey;ice hockey;M;Bronze;URS
1960;Squaw Valley;Skating;Speed skating;10000m;M;Silver;URS
1960;Squaw Valley;Skating;Speed skating;1000m;W;Bronze;URS
1960;Squaw Valley;Skating;Speed skating;1000m;W;Gold;URS
1960;Squaw Valley;Skating;Speed skating;1500m;M;Bronze;URS
1960;Squaw Valley;Skating;Speed skating;1500m;M;Gold;URS
1960;Squaw Valley;Skating;Speed skating;1500m;W;Gold;URS
1960;Squaw Valley;Skating;Speed skating;3000m;W;Gold;URS
1960;Squaw Valley;Skating;Speed skating;3000m;W;Silver;URS
1960;Squaw Valley;Skating;Speed skating;5000m;M;Gold;URS
1960;Squaw Valley;Skating;Speed skating;500m;M;Bronze;URS
1960;Squaw Valley;Skating;Speed skating;500m;M;Gold;URS
1960;Squaw Valley;Skating;Speed skating;500m;W;Silver;URS
1960;Squaw Valley;Skiing;Cross Country S;10km;W;Bronze;URS
1960;Squaw Valley;Skiing;Cross Country S;10km;W;Gold;URS
1960;Squaw Valley;Skiing;Cross Country S;10km;W;Silver;URS
1960;Squaw Valley;Skiing;Cross Country S;30km mass start;M;Bronze;URS
1960;Squaw Valley;Skiing;Cross Country S;3x5km relay;W;Silver;URS
1960;Squaw Valley;Skiing;Cross Country S;4x10km relay;M;Bronze;URS
1960;Squaw Valley;Skiing;Nordic Combined;individual;M;Bronze;URS
1960;Squaw Valley;Ice Hockey;Ice Hockey;ice hockey;M;Gold;USA
1960;Squaw Valley;Skating;Figure skating;individual;M;Gold;USA
1960;Squaw Valley;Skating;Figure skating;individual;W;Bronze;USA
1960;Squaw Valley;Skating;Figure skating;individual;W;Gold;USA
1960;Squaw Valley;Skating;Figure skating;pairs;X;Bronze;USA
1960;Squaw Valley;Skating;Speed skating;500m;M;Silver;USA
1960;Squaw Valley;Skating;Speed skating;500m;W;Bronze;USA
1960;Squaw Valley;Skiing;Alpine Skiing;downhill;W;Silver;USA
1960;Squaw Valley;Skiing;Alpine Skiing;giant slalom;W;Silver;USA
1960;Squaw Valley;Skiing;Alpine Skiing;slalom;W;Silver;USA
1964;Innsbruck;Bobsleigh;Bobsleigh;four-man;M;Silver;AUT
1964;Innsbruck;Luge;Luge;doubles;X;Gold;AUT
1964;Innsbruck;Luge;Luge;doubles;X;Silver;AUT
1964;Innsbruck;Luge;Luge;singles;W;Bronze;AUT
1964;Innsbruck;Skating;Figure skating;individual;W;Silver;AUT
1964;Innsbruck;Skiing;Alpine Skiing;downhill;M;Gold;AUT
1964;Innsbruck;Skiing;Alpine Skiing;downhill;W;Bronze;AUT
1964;Innsbruck;Skiing;Alpine Skiing;downhill;W;Gold;AUT
1964;Innsbruck;Skiing;Alpine Skiing;downhill;W;Silver;AUT
1964;Innsbruck;Skiing;Alpine Skiing;giant slalom;M;Bronze;AUT
1964;Innsbruck;Skiing;Alpine Skiing;giant slalom;M;Silver;AUT
1964;Innsbruck;Skiing;Alpine Skiing;slalom;M;Gold;AUT
1964;Innsbruck;Bobsleigh;Bobsleigh;four-man;M;Gold;CAN
1964;Innsbruck;Skating;Figure skating;individual;W;Bronze;CAN
1964;Innsbruck;Skating;Figure skating;pairs;X;Bronze;CAN
1964;Innsbruck;Luge;Luge;singles;M;Bronze;EUA
1964;Innsbruck;Luge;Luge;singles;M;Gold;EUA
1964;Innsbruck;Luge;Luge;singles;M;Silver;EUA
1964;Innsbruck;Luge;Luge;singles;W;Gold;EUA
1964;Innsbruck;Luge;Luge;singles;W;Silver;EUA
1964;Innsbruck;Skating;Figure skating;individual;M;Gold;EUA
1964;Innsbruck;Skating;Figure skating;pairs;X;Silver;EUA
1964;Innsbruck;Skiing;Alpine Skiing;downhill;M;Bronze;EUA
1964;Innsbruck;Skiing;Nordic Combined;individual;M;Bronze;EUA
1964;Innsbruck;Skating;Speed skating;1000m;W;Bronze;FIN
1964;Innsbruck;Skating;Speed skating;1500m;W;Silver;FIN
1964;Innsbruck;Skiing;Cross Country S;15km;M;Gold;FIN
1964;Innsbruck;Skiing;Cross Country S;30km mass start;M;Gold;FIN
1964;Innsbruck;Skiing;Cross Country S;3x5km relay;W;Bronze;FIN
1964;Innsbruck;Skiing;Cross Country S;4x10km relay;M;Silver;FIN
1964;Innsbruck;Skiing;Cross Country S;50km;M;Bronze;FIN
1964;Innsbruck;Skiing;Cross Country S;5km;W;Silver;FIN
1964;Innsbruck;Skiing;Ski Jumping;K120 individual (90m);M;Silver;FIN
1964;Innsbruck;Skiing;Ski Jumping;K90 individual (70m);M;Gold;FIN
1964;Innsbruck;Skating;Figure skating;individual;M;Silver;FRA
1964;Innsbruck;Skiing;Alpine Skiing;downhill;M;Silver;FRA
1964;Innsbruck;Skiing;Alpine Skiing;giant slalom;M;Gold;FRA
1964;Innsbruck;Skiing;Alpine Skiing;giant slalom;W;Gold;FRA
1964;Innsbruck;Skiing;Alpine Skiing;giant slalom;W;Silver;FRA
1964;Innsbruck;Skiing;Alpine Skiing;slalom;W;Gold;FRA
1964;Innsbruck;Skiing;Alpine Skiing;slalom;W;Silver;FRA
1964;Innsbruck;Bobsleigh;Bobsleigh;two-man;M;Gold;GBR
1964;Innsbruck;Bobsleigh;Bobsleigh;four-man;M;Bronze;ITA
1964;Innsbruck;Bobsleigh;Bobsleigh;two-man;M;Bronze;ITA
1964;Innsbruck;Bobsleigh;Bobsleigh;two-man;M;Silver;ITA
1964;Innsbruck;Luge;Luge;doubles;X;Bronze;ITA
1964;Innsbruck;Skating;Figure skating;individual;W;Gold;NED
1964;Innsbruck;Skating;Speed skating;1500m;M;Silver;NED
1964;Innsbruck;Biathlon;Biathlon;20km;M;Bronze;NOR
1964;Innsbruck;Skating;Speed skating;10000m;M;Bronze;NOR
1964;Innsbruck;Skating;Speed skating;10000m;M;Silver;NOR
1964;Innsbruck;Skating;Speed skating;1500m;M;Bronze;NOR
1964;Innsbruck;Skating;Speed skating;5000m;M;Bronze;NOR
1964;Innsbruck;Skating;Speed skating;5000m;M;Gold;NOR
1964;Innsbruck;Skating;Speed skating;5000m;M;Silver;NOR
1964;Innsbruck;Skating;Speed skating;500m;M;Silver;NOR
1964;Innsbruck;Skiing;Cross Country S;15km;M;Silver;NOR
1964;Innsbruck;Skiing;Cross Country S;30km mass start;M;Silver;NOR
1964;Innsbruck;Skiing;Nordic Combined;individual;M;Gold;NOR
1964;Innsbruck;Skiing;Ski Jumping;K120 individual (90m);M;Bronze;NOR
1964;Innsbruck;Skiing;Ski Jumping;K120 individual (90m);M;Gold;NOR
1964;Innsbruck;Skiing;Ski Jumping;K90 individual (70m);M;Bronze;NOR
1964;Innsbruck;Skiing;Ski Jumping;K90 individual (70m);M;Silver;NOR
1964;Innsbruck;Skating;Speed skating;3000m;W;Silver;PRK
1964;Innsbruck;Ice Hockey;Ice Hockey;ice hockey;M;Silver;SWE
1964;Innsbruck;Skating;Speed skating;10000m;M;Gold;SWE
1964;Innsbruck;Skiing;Cross Country S;15km;M;Bronze;SWE
1964;Innsbruck;Skiing;Cross Country S;3x5km relay;W;Silver;SWE
1964;Innsbruck;Skiing;Cross Country S;4x10km relay;M;Gold;SWE
1964;Innsbruck;Skiing;Cross Country S;50km;M;Gold;SWE
1964;Innsbruck;Skiing;Cross Country S;50km;M;Silver;SWE
1964;Innsbruck;Ice Hockey;Ice Hockey;ice hockey;M;Bronze;TCH
1964;Innsbruck;Biathlon;Biathlon;20km;M;Gold;URS
1964;Innsbruck;Biathlon;Biathlon;20km;M;Silver;URS
1964;Innsbruck;Ice Hockey;Ice Hockey;ice hockey;M;Gold;URS
1964;Innsbruck;Skating;Figure skating;pairs;X;Gold;URS
1964;Innsbruck;Skating;Speed skating;1000m;W;Gold;URS
1964;Innsbruck;Skating;Speed skating;1000m;W;Silver;URS
1964;Innsbruck;Skating;Speed skating;1500m;M;Gold;URS
1964;Innsbruck;Skating;Speed skating;1500m;W;Bronze;URS
1964;Innsbruck;Skating;Speed skating;1500m;W;Gold;URS
1964;Innsbruck;Skating;Speed skating;3000m;W;Gold;URS
1964;Innsbruck;Skating;Speed skating;3000m;W;Silver;URS
1964;Innsbruck;Skating;Speed skating;500m;M;Silver;URS
1964;Innsbruck;Skating;Speed skating;500m;M;Silver;URS
1964;Innsbruck;Skating;Speed skating;500m;W;Bronze;URS
1964;Innsbruck;Skating;Speed skating;500m;W;Gold;URS
1964;Innsbruck;Skating;Speed skating;500m;W;Silver;URS
1964;Innsbruck;Skiing;Cross Country S;10km;W;Bronze;URS
1964;Innsbruck;Skiing;Cross Country S;10km;W;Gold;URS
1964;Innsbruck;Skiing;Cross Country S;10km;W;Silver;URS
1964;Innsbruck;Skiing;Cross Country S;30km mass start;M;Bronze;URS
1964;Innsbruck;Skiing;Cross Country S;3x5km relay;W;Gold;URS
1964;Innsbruck;Skiing;Cross Country S;4x10km relay;M;Bronze;URS
1964;Innsbruck;Skiing;Cross Country S;5km;W;Bronze;URS
1964;Innsbruck;Skiing;Cross Country S;5km;W;Gold;URS
1964;Innsbruck;Skiing;Nordic Combined;individual;M;Silver;URS
1964;Innsbruck;Skating;Figure skating;individual;M;Bronze;USA
1964;Innsbruck;Skating;Speed skating;500m;M;Gold;USA
1964;Innsbruck;Skiing;Alpine Skiing;giant slalom;W;Silver;USA
1964;Innsbruck;Skiing;Alpine Skiing;slalom;M;Bronze;USA
1964;Innsbruck;Skiing;Alpine Skiing;slalom;M;Silver;USA
1964;Innsbruck;Skiing;Alpine Skiing;slalom;W;Bronze;USA
1968;Grenoble;Bobsleigh;Bobsleigh;four-man;M;Silver;AUT
1968;Grenoble;Luge;Luge;doubles;X;Silver;AUT
1968;Grenoble;Luge;Luge;singles;M;Gold;AUT
1968;Grenoble;Skating;Figure skating;individual;M;Gold;AUT
1968;Grenoble;Skiing;Alpine Skiing;downhill;W;Bronze;AUT
1968;Grenoble;Skiing;Alpine Skiing;downhill;W;Gold;AUT
1968;Grenoble;Skiing;Alpine Skiing;giant slalom;M;Bronze;AUT
1968;Grenoble;Skiing;Alpine Skiing;slalom;M;Bronze;AUT
1968;Grenoble;Skiing;Alpine Skiing;slalom;M;Silver;AUT
1968;Grenoble;Skiing;Ski Jumping;K90 individual (70m);M;Bronze;AUT
1968;Grenoble;Skiing;Ski Jumping;K90 individual (70m);M;Silver;AUT
1968;Grenoble;Ice Hockey;Ice Hockey;ice hockey;M;Bronze;CAN
1968;Grenoble;Skiing;Alpine Skiing;giant slalom;W;Gold;CAN
1968;Grenoble;Skiing;Alpine Skiing;slalom;W;Silver;CAN
1968;Grenoble;Skating;Speed skating;1500m;W;Gold;FIN
1968;Grenoble;Skating;Speed skating;3000m;W;Silver;FIN
1968;Grenoble;Skiing;Cross Country S;15km;M;Silver;FIN
1968;Grenoble;Skiing;Cross Country S;30km mass start;M;Bronze;FIN
1968;Grenoble;Skiing;Cross Country S;4x10km relay;M;Bronze;FIN
1968;Grenoble;Skating;Figure skating;individual;M;Bronze;FRA
1968;Grenoble;Skiing;Alpine Skiing;downhill;M;Gold;FRA
1968;Grenoble;Skiing;Alpine Skiing;downhill;M;Silver;FRA
1968;Grenoble;Skiing;Alpine Skiing;downhill;W;Silver;FRA
1968;Grenoble;Skiing;Alpine Skiing;giant slalom;M;Gold;FRA
1968;Grenoble;Skiing;Alpine Skiing;giant slalom;W;Silver;FRA
1968;Grenoble;Skiing;Alpine Skiing;slalom;M;Gold;FRA
1968;Grenoble;Skiing;Alpine Skiing;slalom;W;Bronze;FRA
1968;Grenoble;Skiing;Alpine Skiing;slalom;W;Gold;FRA
1968;Grenoble;Bobsleigh;Bobsleigh;two-man;M;Silver;FRG
1968;Grenoble;Luge;Luge;doubles;X;Bronze;FRG
1968;Grenoble;Luge;Luge;singles;W;Bronze;FRG
1968;Grenoble;Luge;Luge;singles;W;Silver;FRG
1968;Grenoble;Skating;Figure skating;pairs;X;Bronze;FRG
1968;Grenoble;Skating;Speed skating;500m;M;Gold;FRG
1968;Grenoble;Skiing;Nordic Combined;individual;M;Gold;FRG
1968;Grenoble;Luge;Luge;doubles;X;Gold;GDR
1968;Grenoble;Luge;Luge;singles;M;Bronze;GDR
1968;Grenoble;Luge;Luge;singles;M;Silver;GDR
1968;Grenoble;Skating;Figure skating;individual;W;Silver;GDR
1968;Grenoble;Skiing;Nordic Combined;individual;M;Bronze;GDR
1968;Grenoble;Bobsleigh;Bobsleigh;four-man;M;Gold;ITA
1968;Grenoble;Bobsleigh;Bobsleigh;two-man;M;Gold;ITA
1968;Grenoble;Luge;Luge;singles;W;Gold;ITA
1968;Grenoble;Skiing;Cross Country S;30km mass start;M;Gold;ITA
1968;Grenoble;Skating;Speed skating;1000m;W;Gold;NED
1968;Grenoble;Skating;Speed skating;1500m;M;Gold;NED
1968;Grenoble;Skating;Speed skating;1500m;M;Silver;NED
1968;Grenoble;Skating;Speed skating;1500m;W;Bronze;NED
1968;Grenoble;Skating;Speed skating;1500m;W;Silver;NED
1968;Grenoble;Skating;Speed skating;3000m;W;Bronze;NED
1968;Grenoble;Skating;Speed skating;3000m;W;Gold;NED
1968;Grenoble;Skating;Speed skating;5000m;M;Bronze;NED
1968;Grenoble;Skating;Speed skating;5000m;M;Silver;NED
1968;Grenoble;Biathlon;Biathlon;20km;M;Gold;NOR
1968;Grenoble;Biathlon;Biathlon;4x7.5km relay;M;Silver;NOR
1968;Grenoble;Skating;Speed skating;10000m;M;Silver;NOR
1968;Grenoble;Skating;Speed skating;1500m;M;Silver;NOR
1968;Grenoble;Skating;Speed skating;5000m;M;Gold;NOR
1968;Grenoble;Skating;Speed skating;500m;M;Silver;NOR
1968;Grenoble;Skiing;Cross Country S;10km;W;Bronze;NOR
1968;Grenoble;Skiing;Cross Country S;10km;W;Silver;NOR
1968;Grenoble;Skiing;Cross Country S;15km;M;Gold;NOR
1968;Grenoble;Skiing;Cross Country S;30km mass start;M;Silver;NOR
1968;Grenoble;Skiing;Cross Country S;3x5km relay;W;Gold;NOR
1968;Grenoble;Skiing;Cross Country S;4x10km relay;M;Gold;NOR
1968;Grenoble;Skiing;Cross Country S;50km;M;Gold;NOR
1968;Grenoble;Skiing;Ski Jumping;K120 individual (90m);M;Bronze;NOR
1968;Grenoble;Bobsleigh;Bobsleigh;two-man;M;Bronze;ROU
1968;Grenoble;Bobsleigh;Bobsleigh;four-man;M;Bronze;SUI
1968;Grenoble;Skiing;Alpine Skiing;downhill;M;Bronze;SUI
1968;Grenoble;Skiing;Alpine Skiing;giant slalom;M;Silver;SUI
1968;Grenoble;Skiing;Alpine Skiing;giant slalom;W;Bronze;SUI
1968;Grenoble;Skiing;Cross Country S;50km;M;Bronze;SUI
1968;Grenoble;Skiing;Nordic Combined;individual;M;Silver;SUI
1968;Grenoble;Biathlon;Biathlon;4x7.5km relay;M;Bronze;SWE
1968;Grenoble;Skating;Speed skating;10000m;M;Bronze;SWE
1968;Grenoble;Skating;Speed skating;10000m;M;Gold;SWE
1968;Grenoble;Skiing;Cross Country S;10km;W;Gold;SWE
1968;Grenoble;Skiing;Cross Country S;15km;M;Bronze;SWE
1968;Grenoble;Skiing;Cross Country S;3x5km relay;W;Silver;SWE
1968;Grenoble;Skiing;Cross Country S;4x10km relay;M;Silver;SWE
1968;Grenoble;Skiing;Cross Country S;5km;W;Gold;SWE
1968;Grenoble;Ice Hockey;Ice Hockey;ice hockey;M;Silver;TCH
1968;Grenoble;Skating;Figure skating;individual;W;Bronze;TCH
1968;Grenoble;Skiing;Ski Jumping;K120 individual (90m);M;Silver;TCH
1968;Grenoble;Skiing;Ski Jumping;K90 individual (70m);M;Gold;TCH
1968;Grenoble;Biathlon;Biathlon;20km;M;Bronze;URS
1968;Grenoble;Biathlon;Biathlon;20km;M;Silver;URS
1968;Grenoble;Biathlon;Biathlon;4x7.5km relay;M;Gold;URS
1968;Grenoble;Ice Hockey;Ice Hockey;ice hockey;M;Gold;URS
1968;Grenoble;Skating;Figure skating;pairs;X;Gold;URS
1968;Grenoble;Skating;Figure skating;pairs;X;Silver;URS
1968;Grenoble;Skating;Speed skating;1000m;W;Silver;URS
1968;Grenoble;Skating;Speed skating;500m;W;Gold;URS
1968;Grenoble;Skiing;Cross Country S;3x5km relay;W;Bronze;URS
1968;Grenoble;Skiing;Cross Country S;50km;M;Silver;URS
1968;Grenoble;Skiing;Cross Country S;5km;W;Bronze;URS
1968;Grenoble;Skiing;Cross Country S;5km;W;Silver;URS
1968;Grenoble;Skiing;Ski Jumping;K120 individual (90m);M;Gold;URS
1968;Grenoble;Skating;Figure skating;individual;M;Silver;USA
1968;Grenoble;Skating;Figure skating;individual;W;Gold;USA
1968;Grenoble;Skating;Speed skating;1000m;W;Bronze;USA
1968;Grenoble;Skating;Speed skating;500m;M;Silver;USA
1968;Grenoble;Skating;Speed skating;500m;W;Silver;USA
1968;Grenoble;Skating;Speed skating;500m;W;Silver;USA
1968;Grenoble;Skating;Speed skating;500m;W;Silver;USA
1972;Sapporo;Skating;Figure skating;individual;W;Gold;AUT
1972;Sapporo;Skiing;Alpine Skiing;downhill;M;Bronze;AUT
1972;Sapporo;Skiing;Alpine Skiing;downhill;W;Silver;AUT
1972;Sapporo;Skiing;Alpine Skiing;giant slalom;W;Bronze;AUT
1972;Sapporo;Skiing;Alpine Skiing;giant slalom;W;Silver;AUT
1972;Sapporo;Skating;Figure skating;individual;W;Silver;CAN
1972;Sapporo;Skiing;Alpine Skiing;slalom;M;Gold;ESP
1972;Sapporo;Biathlon;Biathlon;4x7.5km relay;M;Silver;FIN
1972;Sapporo;Skiing;Cross Country S;10km;W;Bronze;FIN
1972;Sapporo;Skiing;Cross Country S;3x5km relay;W;Silver;FIN
1972;Sapporo;Skiing;Cross Country S;5km;W;Silver;FIN
1972;Sapporo;Skiing;Nordic Combined;individual;M;Silver;FIN
1972;Sapporo;Skating;Figure skating;individual;M;Bronze;FRA
1972;Sapporo;Skiing;Alpine Skiing;slalom;W;Bronze;FRA
1972;Sapporo;Skiing;Alpine Skiing;slalom;W;Silver;FRA
1972;Sapporo;Bobsleigh;Bobsleigh;four-man;M;Bronze;FRG
1972;Sapporo;Bobsleigh;Bobsleigh;two-man;M;Gold;FRG
1972;Sapporo;Bobsleigh;Bobsleigh;two-man;M;Silver;FRG
1972;Sapporo;Skating;Speed skating;1000m;W;Gold;FRG
1972;Sapporo;Skating;Speed skating;500m;M;Gold;FRG
1972;Sapporo;Biathlon;Biathlon;20km;M;Silver;GDR
1972;Sapporo;Biathlon;Biathlon;4x7.5km relay;M;Bronze;GDR
1972;Sapporo;Luge;Luge;doubles;X;Bronze;GDR
1972;Sapporo;Luge;Luge;doubles;X;Gold;GDR
1972;Sapporo;Luge;Luge;singles;M;Bronze;GDR
1972;Sapporo;Luge;Luge;singles;M;Gold;GDR
1972;Sapporo;Luge;Luge;singles;M;Silver;GDR
1972;Sapporo;Luge;Luge;singles;W;Bronze;GDR
1972;Sapporo;Luge;Luge;singles;W;Gold;GDR
1972;Sapporo;Luge;Luge;singles;W;Silver;GDR
1972;Sapporo;Skating;Figure skating;pairs;X;Bronze;GDR
1972;Sapporo;Skiing;Nordic Combined;individual;M;Bronze;GDR
1972;Sapporo;Skiing;Nordic Combined;individual;M;Gold;GDR
1972;Sapporo;Skiing;Ski Jumping;K120 individual (90m);M;Bronze;GDR
1972;Sapporo;Bobsleigh;Bobsleigh;four-man;M;Silver;ITA
1972;Sapporo;Luge;Luge;doubles;X;Gold;ITA
1972;Sapporo;Skiing;Alpine Skiing;giant slalom;M;Gold;ITA
1972;Sapporo;Skiing;Alpine Skiing;slalom;M;Bronze;ITA
1972;Sapporo;Skiing;Alpine Skiing;slalom;M;Silver;ITA
1972;Sapporo;Skiing;Ski Jumping;K90 individual (70m);M;Bronze;JPN
1972;Sapporo;Skiing;Ski Jumping;K90 individual (70m);M;Gold;JPN
1972;Sapporo;Skiing;Ski Jumping;K90 individual (70m);M;Silver;JPN
1972;Sapporo;Skating;Speed skating;10000m;M;Gold;NED
1972;Sapporo;Skating;Speed skating;10000m;M;Silver;NED
1972;Sapporo;Skating;Speed skating;1000m;W;Silver;NED
1972;Sapporo;Skating;Speed skating;1500m;M;Gold;NED
1972;Sapporo;Skating;Speed skating;1500m;W;Bronze;NED
1972;Sapporo;Skating;Speed skating;1500m;W;Silver;NED
1972;Sapporo;Skating;Speed skating;3000m;W;Bronze;NED
1972;Sapporo;Skating;Speed skating;3000m;W;Gold;NED
1972;Sapporo;Skating;Speed skating;5000m;M;Gold;NED
1972;Sapporo;Biathlon;Biathlon;20km;M;Gold;NOR
1972;Sapporo;Skating;Speed skating;10000m;M;Bronze;NOR
1972;Sapporo;Skating;Speed skating;1500m;M;Silver;NOR
1972;Sapporo;Skating;Speed skating;5000m;M;Bronze;NOR
1972;Sapporo;Skating;Speed skating;5000m;M;Silver;NOR
1972;Sapporo;Skiing;Cross Country S;15km;M;Bronze;NOR
1972;Sapporo;Skiing;Cross Country S;30km mass start;M;Bronze;NOR
1972;Sapporo;Skiing;Cross Country S;30km mass start;M;Silver;NOR
1972;Sapporo;Skiing;Cross Country S;3x5km relay;W;Bronze;NOR
1972;Sapporo;Skiing;Cross Country S;4x10km relay;M;Silver;NOR
1972;Sapporo;Skiing;Cross Country S;50km;M;Gold;NOR
1972;Sapporo;Skiing;Cross Country S;50km;M;Silver;NOR
1972;Sapporo;Skiing;Ski Jumping;K120 individual (90m);M;Gold;POL
1972;Sapporo;Bobsleigh;Bobsleigh;four-man;M;Gold;SUI
1972;Sapporo;Bobsleigh;Bobsleigh;two-man;M;Bronze;SUI
1972;Sapporo;Skiing;Alpine Skiing;downhill;M;Gold;SUI
1972;Sapporo;Skiing;Alpine Skiing;downhill;M;Silver;SUI
1972;Sapporo;Skiing;Alpine Skiing;downhill;W;Gold;SUI
1972;Sapporo;Skiing;Alpine Skiing;giant slalom;M;Bronze;SUI
